transaction_id,amount,merchant,location,card_type,is_fraud
TXN_001091,1225.79,eBay,LosAngeles,Visa,1
TXN_001092,526.32,Amazon,SanDiego,Amex,0
TXN_001093,1762.46,BestBuy,SanAntonio,Amex,1
TXN_001094,51.35,BestBuy,Phoenix,Amex,0
TXN_001095,397.09,Amazon,Houston,Amex,1
TXN_001096,2230.48,Walmart,Houston,Visa,1
TXN_001097,458.17,Walmart,Dallas,Amex,0
TXN_001098,598.16,BestBuy,Philadelphia,Amex,0
TXN_001099,533.87,Amazon,Chicago,Visa,0
TXN_001100,406.23,Walmart,Dallas,Amex,0
TXN_001101,285.1,eBay,Dallas,MasterCard,0
TXN_001102,332.81,Target,Columbus,Amex,0
TXN_001103,196.37,BestBuy,Houston,MasterCard,0
TXN_001104,741.29,eBay,Philadelphia,MasterCard,0
TXN_001105,320.69,Amazon,Phoenix,Amex,0
TXN_001106,578.24,Target,NewYork,Visa,1
TXN_001107,2596.02,Amazon,Columbus,Amex,1
TXN_001108,735.69,BestBuy,Dallas,Amex,0
TXN_001109,128.0,Amazon,SanDiego,MasterCard,0
TXN_001110,941.97,Target,Houston,Visa,1
TXN_001111,78.06,Target,SanJose,Visa,0
TXN_001112,580.25,Target,Chicago,MasterCard,0
TXN_001113,553.23,BestBuy,Columbus,Visa,0
TXN_001114,243.81,BestBuy,SanAntonio,Visa,0
TXN_001115,737.89,eBay,Philadelphia,MasterCard,0
TXN_001116,694.93,Walmart,Jacksonville,Amex,0
TXN_001117,743.28,Target,NewYork,MasterCard,0
TXN_001118,258.86,BestBuy,Chicago,MasterCard,0
TXN_001119,180.53,Amazon,Austin,Amex,0
TXN_001120,776.98,BestBuy,SanJose,Amex,0
TXN_001121,1409.42,eBay,Chicago,Visa,1
TXN_001122,1800.03,Amazon,SanAntonio,Visa,1
TXN_001123,350.42,Walmart,SanFrancisco,Visa,0
TXN_001124,162.5,Target,Austin,Amex,0
TXN_001125,1924.79,eBay,Houston,Visa,1
TXN_001126,1404.18,eBay,SanJose,Visa,1
TXN_001127,341.71,eBay,Houston,MasterCard,0
TXN_001128,526.05,eBay,Chicago,MasterCard,0
TXN_001129,792.18,Target,SanJose,Visa,0
TXN_001130,739.75,Walmart,Houston,Amex,0
TXN_001131,607.4,Amazon,LosAngeles,Amex,0
TXN_001132,2857.03,BestBuy,Columbus,Amex,1
TXN_001133,1161.16,Target,Phoenix,Visa,1
TXN_001134,785.23,Walmart,Houston,MasterCard,1
TXN_001135,441.3,BestBuy,Jacksonville,Visa,0
TXN_001136,536.27,Target,SanJose,Amex,0
TXN_001137,208.09,Amazon,Phoenix,Visa,0
TXN_001138,496.28,Amazon,SanDiego,Amex,0
TXN_001139,57.95,eBay,Austin,Amex,0
TXN_001140,90.77,eBay,Columbus,Amex,0
TXN_001141,783.94,BestBuy,Jacksonville,Visa,0
TXN_001142,390.31,BestBuy,Dallas,Visa,0
TXN_001143,1601.82,Walmart,Charlotte,MasterCard,1
TXN_001144,2782.36,Amazon,SanDiego,Visa,1
TXN_001145,1170.98,Amazon,Austin,Visa,1
TXN_001146,782.98,eBay,SanFrancisco,Visa,0
TXN_001147,703.55,Amazon,Dallas,MasterCard,0
TXN_001148,1157.0,Amazon,Chicago,Visa,1
TXN_001149,768.68,BestBuy,Columbus,Amex,0
TXN_001150,336.78,BestBuy,Chicago,MasterCard,0
TXN_001151,728.24,eBay,SanDiego,Amex,0
TXN_001152,2026.92,Walmart,Austin,Amex,1
TXN_001153,250.65,BestBuy,Charlotte,Visa,0
TXN_001154,727.66,Walmart,Austin,Amex,0
TXN_001155,257.41,BestBuy,Dallas,Amex,0
TXN_001156,1089.27,Target,Jacksonville,Visa,1
TXN_001157,778.45,Target,Phoenix,MasterCard,0
TXN_001158,658.25,eBay,Chicago,Visa,0
TXN_001159,717.29,eBay,SanJose,MasterCard,1
TXN_001160,491.83,BestBuy,Houston,Visa,0
TXN_001161,290.61,Target,Chicago,Amex,0
TXN_001162,377.67,eBay,Chicago,MasterCard,0
TXN_001163,114.32,Walmart,Houston,Visa,0
TXN_001164,775.21,eBay,SanAntonio,Visa,0
TXN_001165,790.65,Walmart,LosAngeles,Visa,0
TXN_001166,788.57,BestBuy,SanDiego,Amex,0
TXN_001167,368.75,Walmart,SanAntonio,MasterCard,0
TXN_001168,488.3,Target,Jacksonville,MasterCard,0
TXN_001169,751.62,BestBuy,SanJose,Amex,0
TXN_001170,701.25,Amazon,Dallas,Visa,0
TXN_001171,662.47,Amazon,Charlotte,Visa,0
TXN_001172,319.51,Amazon,Dallas,MasterCard,0
TXN_001173,506.37,Amazon,Houston,MasterCard,0
TXN_001174,708.1,eBay,SanDiego,Visa,0
TXN_001175,492.44,Amazon,Jacksonville,Amex,0
TXN_001176,373.55,Target,LosAngeles,Amex,0
TXN_001177,147.92,BestBuy,Charlotte,Amex,0
TXN_001178,317.49,eBay,SanDiego,Visa,0
TXN_001179,1852.88,eBay,Houston,Amex,1
TXN_001180,1107.41,eBay,Jacksonville,MasterCard,1
TXN_001181,103.22,Amazon,Jacksonville,MasterCard,0
TXN_001182,72.82,Target,Jacksonville,Amex,0
TXN_001183,132.12,BestBuy,SanAntonio,Visa,0
TXN_001184,730.24,BestBuy,Columbus,Amex,0
TXN_001185,133.89,Walmart,Chicago,Amex,0
TXN_001186,1062.57,eBay,SanDiego,Visa,1
TXN_001187,2715.92,BestBuy,NewYork,MasterCard,1
TXN_001188,1484.2,Target,Dallas,Amex,1
TXN_001189,397.31,Walmart,SanJose,Amex,0
TXN_001190,331.07,Amazon,SanJose,Amex,0
TXN_001191,2670.07,Amazon,Austin,MasterCard,1
TXN_001192,43.89,Walmart,NewYork,Amex,0
TXN_001193,120.57,Amazon,Austin,Amex,0
TXN_001194,242.26,Amazon,NewYork,Visa,0
TXN_001195,146.71,eBay,SanJose,Amex,0
TXN_001196,478.0,BestBuy,Chicago,MasterCard,0
TXN_001197,291.35,Amazon,LosAngeles,MasterCard,0
TXN_001198,718.54,Amazon,SanFrancisco,MasterCard,0
TXN_001199,56.62,Target,Chicago,Visa,0
TXN_001200,223.16,BestBuy,SanAntonio,Amex,0
TXN_001201,785.34,Amazon,SanJose,MasterCard,1
TXN_001202,789.82,Target,Jacksonville,Amex,0
TXN_001203,631.61,eBay,SanAntonio,Amex,0
TXN_001204,211.43,BestBuy,SanJose,MasterCard,0
TXN_001205,493.36,Target,Dallas,Amex,0
TXN_001206,396.54,Walmart,Charlotte,Amex,0
TXN_001207,1013.37,Amazon,LosAngeles,Visa,1
TXN_001208,98.75,Walmart,SanFrancisco,Amex,0
TXN_001209,334.16,eBay,Philadelphia,Amex,0
TXN_001210,173.81,Walmart,Jacksonville,MasterCard,0
TXN_001211,389.94,Amazon,Dallas,Visa,1
TXN_001212,2120.34,Amazon,Jacksonville,MasterCard,1
TXN_001213,666.47,Walmart,Philadelphia,MasterCard,0
TXN_001214,385.89,Target,SanFrancisco,Visa,0
TXN_001215,387.79,Target,Charlotte,Amex,0
TXN_001216,372.66,Target,Charlotte,Amex,0
TXN_001217,1659.01,Walmart,Austin,Visa,1
TXN_001218,170.57,eBay,SanFrancisco,MasterCard,0
TXN_001219,618.05,Target,Philadelphia,Amex,1
TXN_001220,674.71,BestBuy,SanJose,MasterCard,0
TXN_001221,527.16,eBay,Phoenix,MasterCard,1
TXN_001222,30.14,Target,LosAngeles,MasterCard,0
TXN_001223,300.41,eBay,Houston,Amex,0
TXN_001224,94.22,Amazon,SanFrancisco,Visa,0
TXN_001225,357.8,Amazon,SanFrancisco,MasterCard,0
TXN_001226,127.49,eBay,Charlotte,MasterCard,0
TXN_001227,421.28,eBay,Chicago,Visa,0
TXN_001228,750.73,Walmart,Houston,Amex,0
TXN_001229,1285.25,Target,LosAngeles,Visa,1
TXN_001230,551.21,BestBuy,Columbus,Visa,0
TXN_001231,711.9,Amazon,Dallas,Amex,0
TXN_001232,22.87,eBay,Austin,Visa,0
TXN_001233,158.07,eBay,Dallas,MasterCard,0
TXN_001234,538.54,eBay,Chicago,Visa,0
TXN_001235,242.72,eBay,Dallas,Visa,1
TXN_001236,441.75,eBay,Chicago,Amex,0
TXN_001237,461.4,Walmart,LosAngeles,MasterCard,0
TXN_001238,274.3,Target,NewYork,Visa,0
TXN_001239,2729.22,Amazon,SanAntonio,Visa,1
TXN_001240,147.29,BestBuy,Charlotte,Amex,0
TXN_001241,553.65,Target,SanJose,MasterCard,0
TXN_001242,654.87,BestBuy,LosAngeles,MasterCard,0
TXN_001243,78.87,Target,LosAngeles,MasterCard,0
TXN_001244,517.31,Target,SanDiego,Visa,0
TXN_001245,119.26,BestBuy,Phoenix,MasterCard,0
TXN_001246,561.19,eBay,SanFrancisco,MasterCard,0
TXN_001247,29.06,Target,LosAngeles,MasterCard,0
TXN_001248,677.38,eBay,SanFrancisco,MasterCard,0
TXN_001249,106.28,Amazon,SanAntonio,Amex,0
TXN_001250,264.07,Amazon,SanFrancisco,MasterCard,0
TXN_001251,323.65,Target,Houston,Amex,0
TXN_001252,645.26,Walmart,LosAngeles,Visa,1
TXN_001253,474.82,Target,SanJose,MasterCard,0
TXN_001254,192.74,Amazon,Jacksonville,Amex,0
TXN_001255,391.87,BestBuy,SanJose,MasterCard,0
TXN_001256,82.63,Target,Chicago,MasterCard,0
TXN_001257,60.34,Amazon,Austin,Amex,0
TXN_001258,306.23,Target,Austin,Amex,0
TXN_001259,809.31,Amazon,SanJose,Amex,1
TXN_001260,5.15,Walmart,Austin,Visa,0
TXN_001261,236.75,BestBuy,SanJose,MasterCard,0
TXN_001262,2108.25,Amazon,SanJose,MasterCard,1
TXN_001263,735.21,Target,Jacksonville,MasterCard,0
TXN_001264,468.27,BestBuy,Dallas,MasterCard,0
TXN_001265,682.74,Amazon,Philadelphia,Amex,0
TXN_001266,5.67,BestBuy,Columbus,MasterCard,0
TXN_001267,990.19,Amazon,SanAntonio,MasterCard,1
TXN_001268,257.91,Target,SanAntonio,MasterCard,0
TXN_001269,172.92,Walmart,SanDiego,Visa,0
TXN_001270,1276.87,BestBuy,Columbus,Visa,1
TXN_001271,2643.66,Amazon,NewYork,Visa,1
TXN_001272,2219.75,Walmart,SanAntonio,Amex,1
TXN_001273,584.22,Target,Columbus,Visa,1
TXN_001274,485.52,Target,SanJose,Visa,0
TXN_001275,342.18,Target,SanAntonio,MasterCard,0
TXN_001276,1389.36,Amazon,SanDiego,Amex,1
TXN_001277,1604.84,Walmart,Dallas,MasterCard,1
TXN_001278,306.02,Walmart,Philadelphia,Visa,1
TXN_001279,553.95,Walmart,Jacksonville,Amex,0
TXN_001280,688.18,eBay,SanDiego,Amex,0
TXN_001281,2691.76,Amazon,SanDiego,MasterCard,1
TXN_001282,536.63,BestBuy,SanFrancisco,Amex,0
TXN_001283,46.96,eBay,Dallas,Visa,0
TXN_001284,412.57,Target,SanJose,Amex,0
TXN_001285,285.57,eBay,Phoenix,Visa,0
TXN_001286,2784.02,eBay,Jacksonville,MasterCard,1
TXN_001287,1962.04,Walmart,SanJose,Visa,1
TXN_001288,648.07,BestBuy,NewYork,MasterCard,0
TXN_001289,105.82,Amazon,Columbus,MasterCard,0
TXN_001290,1924.23,Amazon,Phoenix,Visa,1
TXN_001291,688.92,Walmart,Chicago,MasterCard,1
TXN_001292,144.44,Walmart,SanDiego,Visa,0
TXN_001293,690.3,eBay,LosAngeles,Visa,0
TXN_001294,658.27,Target,SanFrancisco,MasterCard,0
TXN_001295,194.17,Target,Jacksonville,Amex,0
TXN_001296,1817.72,Target,NewYork,MasterCard,1
TXN_001297,97.22,Walmart,SanDiego,MasterCard,0
TXN_001298,383.63,BestBuy,Houston,MasterCard,0
TXN_001299,315.11,eBay,Chicago,Amex,0
TXN_001300,14.43,Target,SanAntonio,Amex,0
TXN_001301,426.55,Amazon,LosAngeles,Amex,0
TXN_001302,765.17,Target,SanJose,Amex,0
TXN_001303,271.3,eBay,SanFrancisco,Visa,0
TXN_001304,1835.7,Walmart,Austin,MasterCard,1
TXN_001305,473.04,Walmart,Dallas,MasterCard,0
TXN_001306,794.61,eBay,Dallas,Visa,0
TXN_001307,666.19,Amazon,SanAntonio,Visa,0
TXN_001308,549.97,eBay,Houston,Amex,0
TXN_001309,740.62,Amazon,LosAngeles,Visa,1
TXN_001310,715.7,Walmart,SanJose,Amex,0
TXN_001311,2881.83,Amazon,SanJose,Visa,1
TXN_001312,720.42,BestBuy,SanFrancisco,Visa,0
TXN_001313,558.04,eBay,Phoenix,MasterCard,0
TXN_001314,65.19,Target,Charlotte,MasterCard,0
TXN_001315,555.32,eBay,Phoenix,Visa,0
TXN_001316,225.44,Amazon,SanAntonio,MasterCard,0
TXN_001317,52.75,eBay,Chicago,MasterCard,0
TXN_001318,2942.38,Amazon,SanAntonio,Visa,1
TXN_001319,119.38,Target,Houston,Amex,0
TXN_001320,730.52,eBay,LosAngeles,Visa,0
TXN_001321,1799.76,Amazon,SanDiego,Visa,1
TXN_001322,524.03,Amazon,Charlotte,Visa,0
TXN_001323,216.82,eBay,Charlotte,MasterCard,0
TXN_001324,414.73,Target,SanDiego,MasterCard,0
TXN_001325,583.58,Amazon,Dallas,Visa,0
TXN_001326,2871.63,Target,SanDiego,Visa,1
TXN_001327,793.32,eBay,Austin,MasterCard,0
TXN_001328,507.66,Amazon,Philadelphia,Amex,0
TXN_001329,275.35,Target,SanFrancisco,MasterCard,0
TXN_001330,145.41,Amazon,SanAntonio,Amex,0
TXN_001331,2148.47,Target,Austin,MasterCard,1
TXN_001332,708.75,Target,Jacksonville,Visa,0
TXN_001333,740.66,eBay,SanJose,Visa,1
TXN_001334,635.23,eBay,SanDiego,Amex,0
TXN_001335,650.36,Amazon,NewYork,MasterCard,0
TXN_001336,2405.78,Amazon,LosAngeles,Visa,1
TXN_001337,420.88,BestBuy,Chicago,Amex,0
TXN_001338,740.23,Amazon,Jacksonville,Visa,0
TXN_001339,20.16,BestBuy,NewYork,Visa,0
TXN_001340,108.78,Walmart,Austin,Visa,0
TXN_001341,657.49,Amazon,SanDiego,Amex,0
TXN_001342,1854.92,Target,LosAngeles,Visa,1
TXN_001343,494.42,Amazon,SanFrancisco,Visa,0
TXN_001344,650.16,Target,Philadelphia,Visa,0
TXN_001345,462.89,Walmart,Philadelphia,Visa,0
TXN_001346,476.5,eBay,LosAngeles,Visa,0
TXN_001347,2321.14,Amazon,Philadelphia,MasterCard,1
TXN_001348,740.91,Amazon,Chicago,Visa,0
TXN_001349,507.59,Target,SanFrancisco,Visa,0
TXN_001350,1563.51,Amazon,Chicago,Amex,1
TXN_001351,477.02,eBay,SanAntonio,Amex,0
TXN_001352,619.19,Walmart,Houston,Visa,0
TXN_001353,420.85,Target,Houston,Visa,0
TXN_001354,34.91,Walmart,Jacksonville,MasterCard,0
TXN_001355,74.98,eBay,Philadelphia,MasterCard,0
TXN_001356,859.79,Amazon,Dallas,Amex,1
TXN_001357,690.87,BestBuy,Dallas,Visa,0
TXN_001358,503.04,Walmart,Phoenix,Visa,0
TXN_001359,2430.52,eBay,Charlotte,Visa,1
TXN_001360,2076.4,Amazon,Austin,Visa,1
TXN_001361,903.87,eBay,Charlotte,MasterCard,1
TXN_001362,2273.17,BestBuy,Chicago,Visa,1
TXN_001363,1641.73,Amazon,Houston,MasterCard,1
TXN_001364,264.15,Walmart,Jacksonville,Amex,0
TXN_001365,187.9,Amazon,Philadelphia,Visa,0
TXN_001366,2265.69,Target,SanAntonio,Amex,1
TXN_001367,1838.26,Amazon,SanAntonio,Visa,1
TXN_001368,366.72,Target,Philadelphia,Visa,0
TXN_001369,159.35,eBay,Phoenix,Visa,0
TXN_001370,30.52,BestBuy,NewYork,MasterCard,0
TXN_001371,2584.62,Walmart,Chicago,MasterCard,1
TXN_001372,1026.45,Amazon,SanFrancisco,MasterCard,1
TXN_001373,140.1,BestBuy,Columbus,Visa,0
TXN_001374,2599.53,Walmart,Houston,MasterCard,1
TXN_001375,226.94,Target,Jacksonville,Visa,0
TXN_001376,1415.9,Amazon,Charlotte,MasterCard,1
TXN_001377,1806.36,Amazon,NewYork,Visa,1
TXN_001378,616.04,Amazon,SanAntonio,Amex,0
TXN_001379,648.72,Amazon,SanDiego,MasterCard,0
TXN_001380,1763.76,Amazon,Jacksonville,Visa,1
TXN_001381,1203.54,Amazon,LosAngeles,Visa,1
TXN_001382,133.63,Target,Columbus,Amex,0
TXN_001383,24.41,Target,SanDiego,Visa,0
TXN_001384,327.26,eBay,Austin,MasterCard,0
TXN_001385,6.08,Amazon,SanAntonio,Amex,0
TXN_001386,31.01,Target,SanFrancisco,MasterCard,0
TXN_001387,491.94,BestBuy,SanFrancisco,Visa,0
TXN_001388,69.36,eBay,Jacksonville,Visa,0
TXN_001389,728.45,eBay,Charlotte,Visa,0
TXN_001390,1223.65,eBay,Philadelphia,Visa,1
TXN_001391,565.37,BestBuy,Jacksonville,Visa,0
TXN_001392,1137.8,Walmart,Austin,Visa,1
TXN_001393,466.19,Walmart,SanFrancisco,Amex,0
TXN_001394,259.77,eBay,Dallas,Amex,0
TXN_001395,48.3,eBay,Philadelphia,MasterCard,0
TXN_001396,423.71,Amazon,SanDiego,Amex,0
TXN_001397,661.18,eBay,SanDiego,Amex,0
TXN_001398,540.28,Amazon,Houston,MasterCard,0
TXN_001399,1293.91,Amazon,LosAngeles,Visa,1
TXN_001400,2151.83,Walmart,Columbus,Visa,1
TXN_001401,23.04,Target,Austin,Amex,0
TXN_001402,381.75,Target,SanDiego,Amex,0
TXN_001403,236.76,Amazon,NewYork,Visa,0
TXN_001404,418.1,eBay,SanAntonio,Amex,0
TXN_001405,518.61,eBay,SanDiego,Amex,0
TXN_001406,426.48,BestBuy,SanDiego,MasterCard,0
TXN_001407,109.9,eBay,Chicago,MasterCard,0
TXN_001408,1241.33,Amazon,Columbus,Visa,1
TXN_001409,367.46,Walmart,SanJose,Visa,0
TXN_001410,231.77,Walmart,Columbus,Amex,0
TXN_001411,534.75,Walmart,Chicago,Visa,0
TXN_001412,2982.56,Walmart,SanDiego,Visa,1
TXN_001413,1774.96,Amazon,Philadelphia,Amex,1
TXN_001414,1455.6,BestBuy,Dallas,Visa,1
TXN_001415,326.63,Target,SanFrancisco,Visa,0
TXN_001416,742.61,Walmart,NewYork,Amex,0
TXN_001417,408.39,eBay,SanDiego,MasterCard,0
TXN_001418,604.56,BestBuy,Austin,Visa,0
TXN_001419,584.19,Target,Philadelphia,Amex,0
TXN_001420,1541.15,Amazon,Austin,MasterCard,1
TXN_001421,324.3,Walmart,SanDiego,MasterCard,0
TXN_001422,354.09,eBay,SanJose,MasterCard,1
TXN_001423,614.84,Walmart,NewYork,Visa,0
TXN_001424,359.14,Amazon,Dallas,MasterCard,0
TXN_001425,1089.72,eBay,NewYork,Amex,1
TXN_001426,122.62,Target,Philadelphia,MasterCard,0
TXN_001427,231.3,eBay,Phoenix,MasterCard,0
TXN_001428,74.64,Target,Jacksonville,MasterCard,0
TXN_001429,234.46,Target,Jacksonville,MasterCard,0
TXN_001430,1844.1,Amazon,Houston,Visa,1
TXN_001431,422.61,eBay,LosAngeles,Amex,0
TXN_001432,75.32,Target,Austin,MasterCard,0
TXN_001433,446.87,BestBuy,SanFrancisco,Visa,0
TXN_001434,2530.39,Amazon,SanDiego,Visa,1
TXN_001435,668.5,eBay,SanDiego,Amex,0
TXN_001436,183.49,Amazon,Chicago,MasterCard,0
TXN_001437,514.24,Target,LosAngeles,Amex,0
TXN_001438,233.71,Walmart,SanDiego,Amex,0
TXN_001439,27.61,eBay,SanDiego,Visa,0
TXN_001440,292.6,Target,SanJose,MasterCard,0
TXN_001441,504.26,Target,Jacksonville,Visa,0
TXN_001442,587.7,Amazon,Columbus,MasterCard,0
TXN_001443,363.83,Amazon,Charlotte,MasterCard,1
TXN_001444,47.05,eBay,SanAntonio,Amex,0
TXN_001445,288.01,eBay,Phoenix,Amex,0
TXN_001446,66.08,Walmart,SanFrancisco,Amex,0
TXN_001447,464.62,eBay,Dallas,Visa,1
TXN_001448,676.77,eBay,Phoenix,Amex,0
TXN_001449,293.21,BestBuy,SanJose,MasterCard,0
TXN_001450,15.25,BestBuy,Phoenix,MasterCard,0
TXN_001451,332.54,Walmart,LosAngeles,Visa,0
TXN_001452,819.12,Amazon,Charlotte,MasterCard,1
TXN_001453,762.23,BestBuy,Jacksonville,Amex,0
TXN_001454,643.05,Target,SanDiego,Visa,0
TXN_001455,567.45,Amazon,Philadelphia,Visa,1
TXN_001456,654.55,BestBuy,Dallas,MasterCard,0
TXN_001457,1053.12,eBay,LosAngeles,Visa,1
TXN_001458,118.18,Walmart,Phoenix,Visa,0
TXN_001459,2947.11,Walmart,SanFrancisco,MasterCard,1
TXN_001460,2369.14,eBay,NewYork,Visa,1
TXN_001461,2047.41,Walmart,SanDiego,Visa,1
TXN_001462,385.49,eBay,SanFrancisco,Visa,1
TXN_001463,1885.02,Walmart,Houston,Visa,1
TXN_001464,77.17,eBay,SanJose,MasterCard,0
TXN_001465,684.83,BestBuy,Houston,Amex,0
TXN_001466,83.79,BestBuy,SanFrancisco,Visa,0
TXN_001467,574.07,eBay,Chicago,Amex,0
TXN_001468,2230.98,BestBuy,Charlotte,MasterCard,1
TXN_001469,296.34,BestBuy,Chicago,MasterCard,0
TXN_001470,90.32,eBay,SanAntonio,MasterCard,0
TXN_001471,837.15,Amazon,Philadelphia,Visa,1
TXN_001472,580.55,eBay,Jacksonville,Visa,1
TXN_001473,70.39,Target,LosAngeles,MasterCard,0
TXN_001474,1881.09,Amazon,Columbus,Visa,1
TXN_001475,236.02,Target,Houston,Visa,0
TXN_001476,642.94,eBay,Chicago,Visa,0
TXN_001477,395.86,Amazon,SanAntonio,MasterCard,0
TXN_001478,542.83,Amazon,Chicago,MasterCard,0
TXN_001479,474.49,Amazon,Jacksonville,Visa,0
TXN_001480,2930.58,Amazon,SanJose,Amex,1
TXN_001481,190.13,Target,Jacksonville,MasterCard,0
TXN_001482,2197.78,Walmart,Phoenix,MasterCard,1
TXN_001483,754.86,eBay,SanDiego,Amex,0
TXN_001484,326.53,Target,Dallas,MasterCard,0
TXN_001485,1472.98,Amazon,SanDiego,Visa,1
TXN_001486,112.01,Amazon,Jacksonville,Visa,0
TXN_001487,401.02,Amazon,Chicago,MasterCard,0
TXN_001488,264.93,eBay,SanJose,Amex,0
TXN_001489,414.25,eBay,SanFrancisco,Visa,1
TXN_001490,238.38,Target,SanDiego,Amex,0
TXN_001491,1162.12,Target,Dallas,Visa,1
TXN_001492,792.62,Amazon,SanAntonio,MasterCard,0
TXN_001493,304.19,Target,NewYork,Visa,0
TXN_001494,2046.35,eBay,Charlotte,MasterCard,1
TXN_001495,111.92,Target,SanDiego,Visa,0
TXN_001496,394.99,BestBuy,Austin,Amex,0
TXN_001497,383.35,Walmart,Dallas,Visa,0
TXN_001498,398.28,Target,SanJose,Amex,0
TXN_001499,782.34,eBay,NewYork,Visa,0
TXN_001500,106.92,eBay,Philadelphia,Amex,0
TXN_001501,613.33,eBay,SanAntonio,Visa,0
TXN_001502,793.6,Target,Philadelphia,Visa,0
TXN_001503,201.85,eBay,SanJose,Visa,0
TXN_001504,57.07,eBay,LosAngeles,MasterCard,0
TXN_001505,1707.57,Amazon,Austin,Amex,1
TXN_001506,721.62,eBay,NewYork,Amex,0
TXN_001507,22.68,eBay,SanAntonio,Amex,0
TXN_001508,460.17,Target,LosAngeles,Amex,0
TXN_001509,272.09,BestBuy,SanFrancisco,Amex,0
TXN_001510,493.79,eBay,SanAntonio,Visa,0
TXN_001511,678.63,Amazon,Columbus,Amex,0
TXN_001512,942.43,Amazon,SanJose,Visa,1
TXN_001513,2280.09,Amazon,Columbus,MasterCard,1
TXN_001514,222.33,BestBuy,SanFrancisco,Amex,0
TXN_001515,171.74,Amazon,Austin,MasterCard,0
TXN_001516,243.43,BestBuy,Philadelphia,Visa,0
TXN_001517,204.76,BestBuy,SanDiego,Amex,0
TXN_001518,148.58,Amazon,Austin,Amex,0
TXN_001519,153.3,Target,Houston,Amex,0
TXN_001520,595.06,Target,Phoenix,Amex,0
TXN_001521,493.47,Target,Charlotte,Amex,0
TXN_001522,52.61,Walmart,Philadelphia,MasterCard,0
TXN_001523,621.32,eBay,Phoenix,Amex,1
TXN_001524,688.85,Amazon,Austin,Visa,0
TXN_001525,217.21,eBay,Austin,Visa,0
TXN_001526,1883.45,Walmart,LosAngeles,Visa,1
TXN_001527,2431.73,Amazon,SanDiego,MasterCard,1
TXN_001528,519.3,Amazon,Houston,Visa,0
TXN_001529,281.6,eBay,Phoenix,MasterCard,1
TXN_001530,2587.06,BestBuy,SanDiego,MasterCard,1
TXN_001531,2710.22,Amazon,Phoenix,Amex,1
TXN_001532,328.57,eBay,Austin,Amex,0
TXN_001533,320.53,Walmart,Houston,Visa,0
TXN_001534,402.7,Amazon,Dallas,Amex,0
TXN_001535,759.99,BestBuy,Phoenix,MasterCard,0
TXN_001536,194.27,Amazon,SanFrancisco,MasterCard,0
TXN_001537,469.54,Target,SanFrancisco,Amex,0
TXN_001538,748.72,Walmart,Chicago,Visa,0
TXN_001539,2915.79,Walmart,Phoenix,Amex,1
TXN_001540,1693.72,eBay,LosAngeles,Visa,1
TXN_001541,547.78,eBay,Charlotte,Visa,0
TXN_001542,573.96,eBay,NewYork,Amex,0
TXN_001543,486.62,Amazon,Jacksonville,Amex,0
TXN_001544,1747.64,Amazon,Jacksonville,Visa,1
TXN_001545,102.03,Walmart,Columbus,MasterCard,0
TXN_001546,728.28,Target,Charlotte,MasterCard,0
TXN_001547,749.38,Walmart,Phoenix,Visa,0
TXN_001548,132.38,Target,Austin,MasterCard,0
TXN_001549,614.56,Target,SanFrancisco,Visa,0
TXN_001550,424.26,eBay,SanDiego,Visa,1
TXN_001551,673.72,Target,Charlotte,Visa,0
TXN_001552,560.29,BestBuy,LosAngeles,MasterCard,0
TXN_001553,584.74,BestBuy,Jacksonville,MasterCard,0
TXN_001554,26.74,Amazon,Austin,Amex,0
TXN_001555,1441.53,eBay,NewYork,Visa,1
TXN_001556,254.41,Amazon,LosAngeles,Visa,0
TXN_001557,2197.98,eBay,Austin,MasterCard,1
TXN_001558,550.17,eBay,SanDiego,MasterCard,0
TXN_001559,111.14,Walmart,Austin,Amex,0
TXN_001560,640.63,Walmart,LosAngeles,MasterCard,0
TXN_001561,317.83,Target,Columbus,Amex,0
TXN_001562,2854.71,BestBuy,Austin,MasterCard,1
TXN_001563,449.13,Walmart,Phoenix,MasterCard,1
TXN_001564,1322.9,Walmart,Phoenix,Visa,1
TXN_001565,140.25,BestBuy,LosAngeles,Visa,0
TXN_001566,350.95,Target,Columbus,Amex,0
TXN_001567,183.46,Walmart,Houston,MasterCard,0
TXN_001568,1583.67,Amazon,Columbus,Visa,1
TXN_001569,2507.45,eBay,Houston,Visa,1
TXN_001570,121.02,eBay,Phoenix,Visa,0
TXN_001571,726.33,eBay,SanJose,Amex,0
TXN_001572,73.16,Target,Chicago,MasterCard,0
TXN_001573,321.06,Walmart,Jacksonville,MasterCard,0
TXN_001574,590.2,eBay,LosAngeles,Visa,0
TXN_001575,46.43,Walmart,SanDiego,MasterCard,0
TXN_001576,751.76,BestBuy,Jacksonville,Amex,0
TXN_001577,9.26,BestBuy,SanJose,MasterCard,0
TXN_001578,318.78,eBay,Chicago,Amex,0
TXN_001579,702.24,Amazon,SanDiego,Amex,1
TXN_001580,109.88,eBay,Jacksonville,Amex,0
TXN_001581,212.02,eBay,NewYork,Visa,0
TXN_001582,778.83,eBay,Jacksonville,MasterCard,0
TXN_001583,229.93,eBay,SanJose,MasterCard,0
TXN_001584,351.44,Walmart,Philadelphia,Amex,0
TXN_001585,612.12,Walmart,Dallas,Amex,0
TXN_001586,354.79,Walmart,Chicago,Visa,0
